compound	Long31
C14-ACH	0.4742
C15-ACH	2.0586
C16-ACH	2.6923
Pristane	14.1262
C17-ACH	2.4173
Phytane	9.8463
C18-ACH	4.6602
C19-ACH	2.0362
C20-ACH	2.6849
C21-ACH	2.438
C22-ACH	2.1727
C23-ACH	3.1123
C24-ACH	1.7772
C25-ACH	2.284
C26-ACH	1.9131
C27-ACH	2.1906
Cholestane	11.3504
C28-ACH	3.1886
C33-ACH	2.8113
